Batch ID,BatchType,Time (h),Temperature(T:K),pH(pH:pH),Dissolved oxygen concentration(DO2:mg/L),Agitator RPM(RPM:RPM),carbon dioxide percent in off-gas(CO2outgas:%),Oxygen in percent in off-gas(O2:O2  (%)),Vessel Volume(V:L),Sugar feed rate(Fs:L/h),Penicillin concentration(P:g/L)
52.0,Operators,149.6,298.07,6.5004,11.524,100,1.9115,0.18889,81625,75,21.729
52.0,Operators,149.8,297.97,6.5,11.52,100,1.912,0.18889,81663,75,21.752
52.0,Operators,150.0,297.89,6.5008,11.521,100,1.9126,0.18886,81701,75,21.775
52.0,Operators,150.2,297.98,6.5301,10.291,100,1.9024,0.18824,81023,75,21.803
52.0,Operators,150.4,297.92,6.5489,10.225,100,1.8871,0.18813,80342,75,21.832
52.0,Operators,150.6,298.1,6.5439,10.104,100,1.8716,0.1881,79658,75,21.862
52.0,Operators,150.8,298.03,6.5214,10.065,100,1.856,0.18827,78970,75,21.893
52.0,Operators,151.0,297.96,6.4995,10.007,100,1.8405,0.18827,78283,75,21.925
52.0,Operators,151.2,297.92,6.4794,9.9858,100,1.8249,0.18841,77596,75,21.958
52.0,Operators,151.4,297.99,6.4691,10.004,100,1.8094,0.18868,76911,75,21.99
52.0,Operators,151.6,297.95,6.4737,10.044,100,1.7939,0.18901,76228,75,22.021
52.0,Operators,151.8,297.92,6.4902,10.102,100,1.7783,0.1893,75548,75,22.052
52.0,Operators,152.0,297.98,6.513,10.096,100,1.7628,0.18949,74869,75,22.082
52.0,Operators,152.2,297.94,6.5025,10.05,100,1.7584,0.18957,74885,75,22.114
52.0,Operators,152.4,298.06,6.4937,10.082,100,1.7586,0.18965,74902,75,22.146
52.0,Operators,152.6,298.0,6.4893,10.091,100,1.7592,0.18969,74919,75,22.176
52.0,Operators,152.8,297.94,6.4907,10.126,100,1.7597,0.18969,74937,75,22.206
52.0,Operators,153.0,298.0,6.4961,10.148,100,1.7602,0.18978,74956,75,22.235
52.0,Operators,153.2,297.95,6.5037,10.172,100,1.7606,0.18987,74975,75,22.264
52.0,Operators,153.4,298.07,6.5105,10.227,100,1.7611,0.19001,74995,75,22.292
52.0,Operators,153.6,297.99,6.5127,10.223,100,1.7614,0.19003,75013,75,22.32
52.0,Operators,153.8,297.93,6.5105,10.226,100,1.7618,0.19001,75030,75,22.348
52.0,Operators,154.0,297.97,6.5046,10.182,100,1.7621,0.18992,75047,75,22.376
52.0,Operators,154.2,297.92,6.4969,10.186,100,1.7625,0.18998,75064,75,22.404
52.0,Operators,154.4,298.04,6.4921,10.142,100,1.7628,0.18991,75081,75,22.433
52.0,Operators,154.6,297.96,6.4909,10.16,100,1.7632,0.19008,75098,75,22.462
52.0,Operators,154.8,297.91,6.4967,10.176,100,1.7636,0.19012,75117,75,22.491
52.0,Operators,155.0,297.95,6.5023,10.204,100,1.7639,0.19026,75135,75,22.519
52.0,Operators,155.2,297.92,6.5086,10.217,100,1.7643,0.19028,75154,75,22.546
52.0,Operators,155.4,297.98,6.5107,10.202,100,1.7646,0.19026,75172,75,22.574
52.0,Operators,155.6,297.93,6.5088,10.198,100,1.7649,0.19025,75190,75,22.601
52.0,Operators,155.8,298.05,6.5051,10.274,100,1.7651,0.19052,75206,75,22.627
52.0,Operators,156.0,297.96,6.5012,10.315,100,1.7653,0.19063,75223,75,22.653
52.0,Operators,156.2,297.9,6.499,10.338,100,1.7654,0.19071,75239,75,22.677
52.0,Operators,156.4,297.93,6.4976,10.35,100,1.7655,0.19086,75256,75,22.702
52.0,Operators,156.6,297.88,6.4987,10.368,100,1.7657,0.19094,75273,75,22.726
52.0,Operators,156.8,297.95,6.5012,10.361,100,1.7658,0.19092,75290,75,22.75
52.0,Operators,157.0,297.89,6.5043,10.383,100,1.7658,0.19092,75307,75,22.773
52.0,Operators,157.2,298.04,6.5043,10.343,100,1.7659,0.19086,75324,75,22.797
52.0,Operators,157.4,297.94,6.5025,10.351,100,1.766,0.19094,75341,75,22.822
52.0,Operators,157.6,298.19,6.5002,10.371,100,1.7661,0.19106,75357,75,22.845
52.0,Operators,157.8,298.05,6.4987,10.349,100,1.7662,0.19105,75374,75,22.869
52.0,Operators,158.0,297.93,6.4982,10.369,100,1.7662,0.19119,75391,75,22.893
52.0,Operators,158.2,298.03,6.4995,10.34,100,1.7663,0.19125,75408,75,22.917
52.0,Operators,158.4,297.94,6.5011,10.314,100,1.7664,0.19117,75425,75,22.942
52.0,Operators,158.6,298.16,6.5028,10.311,100,1.7665,0.19123,75442,75,22.967
52.0,Operators,158.8,298.03,6.503,10.242,100,1.7666,0.19099,75459,75,22.993
52.0,Operators,159.0,297.93,6.5028,10.24,100,1.7668,0.19088,75476,75,23.018
52.0,Operators,159.2,298.02,6.5022,10.239,100,1.7669,0.19091,75493,75,23.044
52.0,Operators,159.4,297.94,6.5007,10.216,100,1.767,0.19082,75510,75,23.07
52.0,Operators,159.6,298.15,6.5009,10.18,100,1.7671,0.1908,75527,75,23.096
52.0,Operators,159.8,298.03,6.5016,10.175,100,1.7673,0.19083,75544,75,23.123
52.0,Operators,160.0,297.92,6.509,10.439,100,1.7672,0.19133,75557,60,23.143
52.0,Operators,160.2,297.99,6.5093,12.218,100,1.7671,0.1948,75650,60,23.14
52.0,Operators,160.4,297.89,6.5041,12.176,100,1.767,0.19497,75743,60,23.137
52.0,Operators,160.6,298.07,6.4973,12.142,100,1.7669,0.19487,75835,60,23.136
52.0,Operators,160.8,297.94,6.4927,12.153,100,1.7668,0.19492,75927,60,23.135
52.0,Operators,161.0,298.26,6.4936,12.2,100,1.7667,0.19504,76020,60,23.134
52.0,Operators,161.2,298.05,6.4971,12.184,100,1.7667,0.19492,76114,60,23.133
52.0,Operators,161.4,297.89,6.5026,12.21,100,1.7666,0.19491,76208,60,23.132
52.0,Operators,161.6,298.0,6.5073,12.197,100,1.7666,0.19483,76302,60,23.131
52.0,Operators,161.8,297.88,6.5087,12.208,100,1.7665,0.19475,76396,60,23.13
52.0,Operators,162.0,298.14,6.507,12.171,100,1.7665,0.19468,76488,60,23.13
52.0,Operators,162.2,297.97,6.5027,12.176,100,1.7664,0.19472,76581,60,23.131
52.0,Operators,162.4,297.84,6.4966,12.152,100,1.7664,0.19475,76673,60,23.133
52.0,Operators,162.6,297.93,6.4944,12.212,100,1.7664,0.19495,76766,60,23.134
52.0,Operators,162.8,297.85,6.4952,12.215,100,1.7664,0.19503,76859,60,23.136
52.0,Operators,163.0,297.97,6.4981,12.203,100,1.7664,0.19489,76953,60,23.138
52.0,Operators,163.2,297.87,6.5017,12.224,100,1.7664,0.19488,77047,60,23.14
52.0,Operators,163.4,298.09,6.5052,12.217,100,1.7664,0.19482,77141,60,23.143
52.0,Operators,163.6,297.94,6.506,12.24,100,1.7664,0.19486,77234,60,23.145
52.0,Operators,163.8,298.3,6.5031,12.234,100,1.7664,0.19472,77327,60,23.147
52.0,Operators,164.0,298.08,6.5007,12.277,100,1.7664,0.19483,77420,60,23.149
52.0,Operators,164.2,297.9,6.5006,12.284,100,1.7663,0.19481,77513,60,23.151
52.0,Operators,164.4,298.03,6.5011,12.315,100,1.7663,0.1949,77606,60,23.152
52.0,Operators,164.6,297.9,6.5015,12.314,100,1.7662,0.19478,77699,60,23.154
52.0,Operators,164.8,298.19,6.5015,12.294,100,1.7662,0.19465,77792,60,23.156
52.0,Operators,165.0,298.0,6.5006,12.302,100,1.7661,0.1946,77885,60,23.159
52.0,Operators,165.2,297.85,6.4999,12.307,100,1.7661,0.19459,77979,60,23.161
52.0,Operators,165.4,297.95,6.4986,12.318,100,1.7661,0.19454,78072,60,23.164
52.0,Operators,165.6,297.84,6.5006,12.321,100,1.766,0.19456,78165,60,23.167
52.0,Operators,165.8,298.08,6.5026,12.345,100,1.766,0.1946,78259,60,23.169
52.0,Operators,166.0,297.91,6.506,12.359,100,1.7659,0.19456,78352,60,23.172
52.0,Operators,166.2,298.33,6.5076,12.358,100,1.7659,0.19452,78445,60,23.174
52.0,Operators,166.4,298.07,6.5067,12.365,100,1.7658,0.19462,78537,60,23.177
52.0,Operators,166.6,297.87,6.5026,12.339,100,1.7658,0.19452,78629,60,23.181
52.0,Operators,166.8,298.02,6.4985,12.354,100,1.7658,0.19452,78721,60,23.185
52.0,Operators,167.0,297.87,6.4963,12.366,100,1.7657,0.19456,78813,60,23.189
52.0,Operators,167.2,298.2,6.4967,12.401,100,1.7657,0.1946,78906,60,23.192
52.0,Operators,167.4,298.0,6.4988,12.425,100,1.7657,0.19465,78999,60,23.196
52.0,Operators,167.6,297.85,6.4999,12.454,100,1.7656,0.19472,79092,60,23.199
52.0,Operators,167.8,297.97,6.5014,12.435,100,1.7655,0.19459,79185,60,23.203
52.0,Operators,168.0,297.85,6.5014,12.444,100,1.7655,0.19462,79278,60,23.208
52.0,Operators,168.2,298.13,6.5009,12.455,100,1.7655,0.19462,79371,60,23.212
52.0,Operators,168.4,297.96,6.5012,12.441,100,1.7654,0.19445,79464,60,23.217
52.0,Operators,168.6,297.83,6.5012,12.445,100,1.7654,0.19439,79557,60,23.223
52.0,Operators,168.8,297.94,6.5009,12.448,100,1.7653,0.19431,79651,60,23.228
52.0,Operators,169.0,297.86,6.5015,12.44,100,1.7653,0.19421,79744,60,23.234
52.0,Operators,169.2,297.99,6.5014,12.45,100,1.7652,0.19424,79837,60,23.24
52.0,Operators,169.4,297.89,6.5013,12.43,100,1.7652,0.19405,79930,60,23.247
52.0,Operators,169.6,298.09,6.4996,12.426,100,1.7652,0.19389,80023,60,23.253
52.0,Operators,169.8,297.95,6.4979,12.446,100,1.7651,0.19398,80116,60,23.26
52.0,Operators,170.0,297.84,6.4983,12.463,100,1.7651,0.19398,80210,60,23.266
52.0,Operators,170.2,297.91,6.5294,11.473,100,1.755,0.1921,79557,60,23.287
52.0,Operators,170.4,297.84,6.5469,11.398,100,1.7402,0.19182,78902,60,23.31
52.0,Operators,170.6,297.95,6.5391,11.319,100,1.7251,0.19179,78243,60,23.334
52.0,Operators,170.8,297.88,6.5203,11.294,100,1.7101,0.19195,77583,60,23.359
52.0,Operators,171.0,297.99,6.5017,11.275,100,1.695,0.19213,76923,60,23.385
52.0,Operators,171.2,297.9,6.4835,11.252,100,1.68,0.19222,76263,60,23.411
52.0,Operators,171.4,298.09,6.4748,11.295,100,1.665,0.19254,75604,60,23.437
52.0,Operators,171.6,297.96,6.4791,11.341,100,1.65,0.19279,74948,60,23.462
52.0,Operators,171.8,297.86,6.495,11.38,100,1.635,0.19306,74293,60,23.488
52.0,Operators,172.0,297.92,6.5141,11.368,100,1.6201,0.19322,73639,60,23.514
52.0,Operators,172.2,297.85,6.5003,11.395,100,1.6156,0.1933,73681,60,23.539
52.0,Operators,172.4,297.96,6.4875,11.406,100,1.6153,0.1934,73723,60,23.564
52.0,Operators,172.6,297.87,6.4818,11.416,100,1.6154,0.1934,73766,60,23.589
52.0,Operators,172.8,298.08,6.4857,11.422,100,1.6154,0.19331,73810,60,23.614
52.0,Operators,173.0,297.95,6.495,11.455,100,1.6155,0.19339,73856,60,23.638
52.0,Operators,173.2,297.85,6.5041,11.44,100,1.6155,0.19328,73902,60,23.663
52.0,Operators,173.4,297.93,6.5131,11.435,100,1.6156,0.19328,73948,60,23.689
52.0,Operators,173.6,297.86,6.5175,11.41,100,1.6157,0.19324,73993,60,23.715
52.0,Operators,173.8,297.98,6.514,11.401,100,1.6157,0.19322,74036,60,23.741
52.0,Operators,174.0,297.89,6.504,11.37,100,1.6158,0.19316,74079,60,23.767
52.0,Operators,174.2,298.1,6.4938,11.376,100,1.6158,0.19309,74122,60,23.793
52.0,Operators,174.4,297.97,6.4882,11.386,100,1.6159,0.19304,74165,60,23.818
52.0,Operators,174.6,297.86,6.489,11.423,100,1.6159,0.19313,74209,60,23.843
52.0,Operators,174.8,297.94,6.4943,11.454,100,1.616,0.19322,74254,60,23.868
52.0,Operators,175.0,297.87,6.5025,11.455,100,1.616,0.19323,74299,60,23.892
52.0,Operators,175.2,297.98,6.5085,11.448,100,1.616,0.19317,74345,60,23.917
52.0,Operators,175.4,297.89,6.5112,11.438,100,1.6161,0.19311,74390,60,23.941
52.0,Operators,175.6,298.09,6.5086,11.405,100,1.6161,0.19299,74434,60,23.967
52.0,Operators,175.8,297.96,6.5019,11.406,100,1.6161,0.19296,74478,60,23.991
52.0,Operators,176.0,297.85,6.4952,11.397,100,1.6162,0.19286,74521,60,24.016
52.0,Operators,176.2,297.92,6.4929,11.4,100,1.6162,0.19281,74565,60,24.041
52.0,Operators,176.4,297.85,6.4943,11.441,100,1.6162,0.19303,74610,60,24.066
52.0,Operators,176.6,297.96,6.4981,11.463,100,1.6162,0.19311,74655,60,24.09
52.0,Operators,176.8,297.87,6.5018,11.476,100,1.6162,0.19324,74701,60,24.114
52.0,Operators,177.0,298.08,6.5055,11.484,100,1.6163,0.19321,74746,60,24.138
52.0,Operators,177.2,297.95,6.5054,11.462,100,1.6163,0.19319,74791,60,24.162
52.0,Operators,177.4,298.31,6.5046,11.468,100,1.6163,0.19321,74836,60,24.186
52.0,Operators,177.6,298.09,6.5027,11.462,100,1.6163,0.19319,74880,60,24.211
52.0,Operators,177.8,297.92,6.5009,11.465,100,1.6163,0.19325,74925,60,24.235
52.0,Operators,178.0,298.06,6.4981,11.452,100,1.6164,0.19326,74969,60,24.261
52.0,Operators,178.2,297.93,6.495,11.442,100,1.6164,0.19318,75014,60,24.286
52.0,Operators,178.4,298.23,6.4928,11.397,100,1.6165,0.19292,75059,60,24.312
52.0,Operators,178.6,298.06,6.4924,11.397,100,1.6165,0.19286,75105,60,24.339
52.0,Operators,178.8,297.91,6.4924,11.404,100,1.6166,0.19289,75151,60,24.366
52.0,Operators,179.0,298.03,6.4974,11.417,100,1.6167,0.19286,75199,60,24.392
52.0,Operators,179.2,297.91,6.5031,11.41,100,1.6168,0.19272,75246,60,24.418
52.0,Operators,179.4,298.19,6.5083,11.401,100,1.6168,0.1927,75293,60,24.445
52.0,Operators,179.6,298.02,6.5097,11.382,100,1.6169,0.19262,75340,60,24.472
52.0,Operators,179.8,297.88,6.5088,11.375,100,1.617,0.19258,75386,60,24.499
52.0,Operators,180.0,297.99,6.5117,11.573,100,1.6169,0.19301,75429,45,24.518
52.0,Operators,180.2,297.87,6.5103,11.54,100,1.6168,0.19292,75471,45,24.537
52.0,Operators,180.4,298.13,6.5059,11.525,100,1.6167,0.19285,75512,45,24.556
52.0,Operators,180.6,297.96,6.4996,11.511,100,1.6166,0.19276,75552,45,24.576
52.0,Operators,180.8,297.84,6.4931,11.525,100,1.6164,0.19282,75593,45,24.595
52.0,Operators,181.0,297.94,6.4894,11.525,100,1.6163,0.19284,75635,45,24.615
52.0,Operators,181.2,297.87,6.4923,11.561,100,1.6162,0.19295,75677,45,24.634
52.0,Operators,181.4,297.99,6.4992,11.576,100,1.6161,0.19304,75720,45,24.654
52.0,Operators,181.6,297.9,6.5039,11.55,100,1.616,0.19294,75763,45,24.674
52.0,Operators,181.8,298.11,6.5083,11.563,100,1.6158,0.19304,75806,45,24.694
52.0,Operators,182.0,297.98,6.5104,11.545,100,1.6157,0.19301,75849,45,24.714
52.0,Operators,182.2,297.87,6.5096,11.511,100,1.6156,0.19285,75891,45,24.735
52.0,Operators,182.4,297.95,6.506,11.499,100,1.6155,0.19282,75932,45,24.757
52.0,Operators,182.6,297.86,6.5007,11.502,100,1.6155,0.19289,75972,45,24.778
52.0,Operators,182.8,298.05,6.4954,11.507,100,1.6154,0.19289,76013,45,24.799
52.0,Operators,183.0,297.94,6.4935,11.525,100,1.6152,0.1929,76054,45,24.82
52.0,Operators,183.2,298.26,6.4957,11.532,100,1.6151,0.19294,76096,45,24.841
52.0,Operators,183.4,298.08,6.4978,11.542,100,1.615,0.19293,76138,45,24.862
52.0,Operators,183.6,297.93,6.5023,11.562,100,1.6149,0.193,76181,45,24.882
52.0,Operators,183.8,298.06,6.5076,11.555,100,1.6148,0.1929,76223,45,24.902
52.0,Operators,184.0,297.94,6.5116,11.54,100,1.6147,0.19289,76265,45,24.922
52.0,Operators,184.2,298.21,6.5135,11.541,100,1.6146,0.19289,76306,45,24.942
52.0,Operators,184.4,298.06,6.5104,11.522,100,1.6145,0.19287,76347,45,24.962
52.0,Operators,184.6,297.93,6.5021,11.479,100,1.6144,0.1927,76386,45,24.984
52.0,Operators,184.8,298.05,6.4941,11.463,100,1.6143,0.19252,76425,45,25.005
52.0,Operators,185.0,297.94,6.4896,11.497,100,1.6142,0.19259,76465,45,25.025
52.0,Operators,185.2,298.18,6.4891,11.517,100,1.6141,0.19263,76506,45,25.044
52.0,Operators,185.4,298.04,6.4944,11.541,100,1.6139,0.19264,76548,45,25.063
52.0,Operators,185.6,297.91,6.5012,11.563,100,1.6138,0.19275,76590,45,25.082
52.0,Operators,185.8,298.01,6.5086,11.565,100,1.6137,0.19272,76633,45,25.101
52.0,Operators,186.0,297.91,6.5127,11.539,100,1.6136,0.19263,76674,45,25.119
52.0,Operators,186.2,298.12,6.5127,11.515,100,1.6135,0.19253,76715,45,25.139
52.0,Operators,186.4,298.0,6.5077,11.494,100,1.6134,0.19241,76755,45,25.158
52.0,Operators,186.6,297.89,6.5012,11.474,100,1.6133,0.19238,76795,45,25.178
52.0,Operators,186.8,297.98,6.4945,11.469,100,1.6131,0.19234,76834,45,25.198
52.0,Operators,187.0,297.89,6.4909,11.492,100,1.613,0.19244,76874,45,25.217
52.0,Operators,187.2,298.07,6.4918,11.502,100,1.6129,0.19247,76915,45,25.237
52.0,Operators,187.4,297.96,6.4955,11.532,100,1.6128,0.1926,76956,45,25.256
52.0,Operators,187.6,297.87,6.5014,11.531,100,1.6127,0.19256,76999,45,25.276
52.0,Operators,187.8,297.94,6.5071,11.537,100,1.6126,0.19263,77041,45,25.296
52.0,Operators,188.0,297.87,6.5104,11.55,100,1.6125,0.19273,77082,45,25.316
52.0,Operators,188.2,297.97,6.5101,11.523,100,1.6124,0.19267,77123,45,25.336
52.0,Operators,188.4,297.89,6.5036,11.509,100,1.6123,0.19266,77163,45,25.357
52.0,Operators,188.6,298.06,6.4956,11.494,100,1.6122,0.19261,77203,45,25.378
52.0,Operators,188.8,297.95,6.4899,11.519,100,1.6121,0.19273,77243,45,25.399
52.0,Operators,189.0,297.86,6.489,11.542,100,1.612,0.19275,77285,45,25.419
52.0,Operators,189.2,297.92,6.4944,11.555,100,1.6119,0.19269,77327,45,25.439
52.0,Operators,189.4,297.85,6.5031,11.555,100,1.6118,0.19265,77370,45,25.459
52.0,Operators,189.6,297.95,6.511,11.558,100,1.6117,0.19267,77413,45,25.479
52.0,Operators,189.8,297.87,6.5167,11.534,100,1.6116,0.19256,77454,45,25.499
52.0,Operators,190.0,298.05,6.5151,11.504,100,1.6115,0.19239,77495,45,25.519
52.0,Operators,190.2,297.94,6.5359,11.469,100,1.6017,0.1924,76839,45,25.54
52.0,Operators,190.4,298.23,6.5392,11.399,100,1.5877,0.19238,76180,45,25.561
52.0,Operators,190.6,298.07,6.5225,11.352,100,1.5734,0.19244,75518,45,25.584
52.0,Operators,190.8,297.94,6.5051,11.336,100,1.5592,0.19256,74856,45,25.607
52.0,Operators,191.0,298.07,6.4879,11.309,100,1.5449,0.19259,74194,45,25.631
52.0,Operators,191.2,297.95,6.4772,11.314,100,1.5307,0.1927,73533,45,25.655
52.0,Operators,191.4,297.86,6.4775,11.339,100,1.5165,0.19295,72874,45,25.679
52.0,Operators,191.6,297.93,6.488,11.358,100,1.5023,0.19312,72217,45,25.703
52.0,Operators,191.8,297.86,6.5037,11.391,100,1.4882,0.19341,71562,45,25.726
52.0,Operators,192.0,297.97,6.5183,11.383,100,1.474,0.19355,70906,45,25.75
52.0,Operators,192.2,297.88,6.4972,11.349,100,1.4699,0.19348,70944,45,25.774
52.0,Operators,192.4,298.1,6.4794,11.351,100,1.4696,0.1934,70983,45,25.798
52.0,Operators,192.6,297.96,6.471,11.384,100,1.4696,0.19338,71024,45,25.821
52.0,Operators,192.8,297.85,6.4738,11.449,100,1.4697,0.19354,71067,45,25.843
52.0,Operators,193.0,297.93,6.4851,11.497,100,1.4697,0.19363,71112,45,25.863
52.0,Operators,193.2,297.85,6.4985,11.544,100,1.4697,0.19367,71159,45,25.882
52.0,Operators,193.4,297.98,6.5104,11.563,100,1.4697,0.19381,71206,45,25.9
52.0,Operators,193.6,297.88,6.5185,11.549,100,1.4697,0.19382,71252,45,25.919
52.0,Operators,193.8,298.12,6.5222,11.529,100,1.4697,0.19382,71296,45,25.938
52.0,Operators,194.0,297.96,6.5182,11.494,100,1.4697,0.19375,71339,45,25.958
52.0,Operators,194.2,297.84,6.507,11.467,100,1.4697,0.19374,71381,45,25.978
52.0,Operators,194.4,297.93,6.4955,11.464,100,1.4697,0.19368,71422,45,25.998
52.0,Operators,194.6,297.86,6.4853,11.466,100,1.4697,0.19366,71464,45,26.018
52.0,Operators,194.8,297.98,6.4782,11.504,100,1.4697,0.19381,71507,45,26.038
52.0,Operators,195.0,297.88,6.48,11.546,100,1.4697,0.19386,71551,45,26.057
52.0,Operators,195.2,298.13,6.488,11.591,100,1.4697,0.19407,71598,45,26.075
52.0,Operators,195.4,297.98,6.4963,11.637,100,1.4697,0.1942,71645,45,26.093
52.0,Operators,195.6,297.86,6.5051,11.633,100,1.4697,0.19413,71693,45,26.111
52.0,Operators,195.8,297.96,6.5121,11.609,100,1.4697,0.19395,71741,45,26.128
52.0,Operators,196.0,297.86,6.5186,11.62,100,1.4697,0.19405,71787,45,26.146
52.0,Operators,196.2,298.11,6.5191,11.582,100,1.4696,0.194,71833,45,26.164
52.0,Operators,196.4,297.96,6.5124,11.574,100,1.4696,0.19406,71877,45,26.182
52.0,Operators,196.6,297.85,6.5043,11.564,100,1.4696,0.19398,71920,45,26.2
52.0,Operators,196.8,297.96,6.4962,11.552,100,1.4696,0.19395,71962,45,26.219
52.0,Operators,197.0,297.86,6.4917,11.587,100,1.4696,0.19408,72006,45,26.237
52.0,Operators,197.2,298.13,6.4894,11.609,100,1.4695,0.19415,72050,45,26.254
52.0,Operators,197.4,297.98,6.4903,11.613,100,1.4695,0.19418,72094,45,26.272
52.0,Operators,197.6,297.85,6.4966,11.65,100,1.4695,0.1943,72140,45,26.29
52.0,Operators,197.8,297.98,6.5037,11.659,100,1.4694,0.19431,72186,45,26.307
52.0,Operators,198.0,297.87,6.5086,11.673,100,1.4694,0.19443,72232,45,26.324
52.0,Operators,198.2,298.17,6.5111,11.665,100,1.4694,0.19455,72278,45,26.342
52.0,Operators,198.4,298.01,6.5117,11.655,100,1.4693,0.19455,72322,45,26.359
52.0,Operators,198.6,297.87,6.5082,11.622,100,1.4693,0.19441,72366,45,26.377
52.0,Operators,198.8,298.01,6.501,11.608,100,1.4693,0.19443,72409,45,26.396
52.0,Operators,199.0,297.89,6.4967,11.632,100,1.4693,0.19455,72452,45,26.414
52.0,Operators,199.2,298.21,6.4954,11.655,100,1.4693,0.1946,72496,45,26.432
52.0,Operators,199.4,298.04,6.4966,11.681,100,1.4692,0.19462,72540,45,26.448
52.0,Operators,199.6,297.9,6.4968,11.697,100,1.4692,0.19472,72584,45,26.465
52.0,Operators,199.8,298.05,6.5006,11.718,100,1.4692,0.19475,72629,45,26.481
52.0,Operators,200.0,297.93,6.5132,11.97,100,1.4689,0.19517,72671,30,26.488
52.0,Operators,200.2,298.25,6.5219,12.096,100,1.6748,0.19391,72731,30,26.487
52.0,Operators,200.4,298.07,6.5238,12.042,100,1.6881,0.19352,72790,30,26.488
52.0,Operators,200.6,297.92,6.5192,12.014,100,1.6888,0.19341,72848,30,26.489
52.0,Operators,200.8,298.06,6.5081,12.005,100,1.6885,0.19342,72904,30,26.49
52.0,Operators,201.0,297.94,6.4955,12.005,100,1.6882,0.19347,72959,30,26.492
52.0,Operators,201.2,298.24,6.4862,12.017,100,1.6878,0.19352,73015,30,26.494
52.0,Operators,201.4,298.07,6.4839,12.047,100,1.6875,0.19359,73072,30,26.495
52.0,Operators,201.6,297.92,6.4884,12.094,100,1.6871,0.19375,73130,30,26.496
52.0,Operators,201.8,298.06,6.4965,12.128,100,1.6868,0.19382,73190,30,26.497
52.0,Operators,202.0,297.94,6.5,12.072,100,1.6863,0.19363,73250,30,26.512
52.0,Operators,202.2,298.23,6.5105,12.8,100,1.6857,0.1942,73309,30,26.519
52.0,Operators,202.4,298.05,6.5398,12.827,100,1.685,0.19517,73369,30,26.484
52.0,Operators,202.6,297.91,6.5549,12.771,100,1.6843,0.19519,73425,30,26.45
52.0,Operators,202.8,298.02,6.5553,12.713,100,1.6836,0.19499,73478,30,26.417
52.0,Operators,203.0,297.9,6.5483,12.706,100,1.6829,0.19503,73531,30,26.385
52.0,Operators,203.2,298.17,6.5354,12.676,100,1.6822,0.19493,73582,30,26.353
52.0,Operators,203.4,298.0,6.5233,12.685,100,1.6815,0.19495,73632,30,26.321
52.0,Operators,203.6,297.87,6.5117,12.7,100,1.6808,0.19503,73683,30,26.289
52.0,Operators,203.8,297.97,6.5008,12.697,100,1.6801,0.19497,73734,30,26.258
52.0,Operators,204.0,297.86,6.4906,12.692,100,1.6794,0.19487,73785,30,26.226
52.0,Operators,204.2,298.1,6.486,12.723,100,1.6787,0.19494,73837,30,26.194
52.0,Operators,204.4,297.94,6.4886,12.756,100,1.678,0.19502,73890,30,26.162
52.0,Operators,204.6,298.38,6.4972,12.779,100,1.6773,0.19503,73944,30,26.129
52.0,Operators,204.8,298.13,6.507,12.796,100,1.6766,0.19509,73998,30,26.096
52.0,Operators,205.0,297.94,6.5134,12.788,100,1.6759,0.19505,74052,30,26.064
52.0,Operators,205.2,298.11,6.5147,12.778,100,1.6751,0.19504,74105,30,26.032
52.0,Operators,205.4,297.95,6.51,12.764,100,1.6744,0.19502,74157,30,26.0
52.0,Operators,205.6,297.83,6.5011,12.762,100,1.6737,0.19505,74208,30,25.969
52.0,Operators,205.8,297.92,6.4926,12.773,100,1.673,0.19509,74259,30,25.938
52.0,Operators,206.0,297.85,6.4884,12.789,100,1.6723,0.19509,74311,30,25.906
52.0,Operators,206.2,297.97,6.4908,12.81,100,1.6715,0.19508,74364,30,25.875
52.0,Operators,206.4,297.87,6.498,12.82,100,1.6708,0.19501,74418,30,25.843
52.0,Operators,206.6,298.11,6.507,12.824,100,1.6701,0.19495,74472,30,25.811
52.0,Operators,206.8,297.95,6.5134,12.822,100,1.6694,0.19495,74525,30,25.779
52.0,Operators,207.0,298.36,6.5136,12.793,100,1.6686,0.19477,74577,30,25.747
52.0,Operators,207.2,298.11,6.5076,12.786,100,1.6679,0.19478,74629,30,25.716
52.0,Operators,207.4,297.92,6.4986,12.768,100,1.6672,0.19466,74680,30,25.685
52.0,Operators,207.6,298.08,6.4913,12.78,100,1.6664,0.19466,74731,30,25.654
52.0,Operators,207.8,297.92,6.489,12.792,100,1.6657,0.19461,74783,30,25.623
52.0,Operators,208.0,298.27,6.4932,12.821,100,1.665,0.19467,74836,30,25.592
52.0,Operators,208.2,298.05,6.5012,12.841,100,1.6642,0.19472,74890,30,25.56
52.0,Operators,208.4,297.88,6.5097,12.833,100,1.6635,0.19462,74943,30,25.529
52.0,Operators,208.6,298.01,6.5141,12.814,100,1.6627,0.19449,74996,30,25.497
52.0,Operators,208.8,297.88,6.5116,12.798,100,1.662,0.19443,75048,30,25.467
52.0,Operators,209.0,298.19,6.5034,12.79,100,1.6612,0.1944,75099,30,25.436
52.0,Operators,209.2,298.0,6.4945,12.794,100,1.6605,0.19441,75150,30,25.406
52.0,Operators,209.4,297.85,6.4892,12.81,100,1.6597,0.19443,75202,30,25.375
52.0,Operators,209.6,297.98,6.4902,12.841,100,1.659,0.19452,75254,30,25.345
52.0,Operators,209.8,297.86,6.4967,12.86,100,1.6582,0.19453,75308,30,25.314
